District,Year,Month,Season,Crop,Soil Type,Soil_Water_Capacity,Temperature_C,Humidity_Percent,Rainfall_mm,Wind_Speed,Solar_Radiation,Crop_Water_Demand_mm,Water_Balance_mm,Water_Shortage_Level,Date
Gujranwala,2023,3,Rabi,Pulses,Clayey,200.0,21.33,55.2,54.099999999999994,1.29,4.73,81.91,-79.81,2,2023-03-01
Gujranwala,2023,3,Rabi,Millets,Black,180.0,21.33,55.2,54.099999999999994,1.29,4.73,65.53,-63.43,2,2023-03-01
Gujranwala,2023,3,Rabi,Sugarcane,Loamy,140.0,21.33,55.2,54.099999999999994,1.29,4.73,204.77,-202.67,3,2023-03-01
Gujranwala,2023,3,Rabi,Mungbean,Loamy,140.0,21.33,55.2,54.099999999999994,1.29,4.73,114.67,-112.57,2,2023-03-01
Gujranwala,2023,3,Rabi,Blackgram,Loamy,140.0,21.33,55.2,54.099999999999994,1.29,4.73,114.67,-112.57,2,2023-03-01
Gujranwala,2023,3,Rabi,Lentil,Loamy,140.0,21.33,55.2,54.099999999999994,1.29,4.73,114.67,-112.57,2,2023-03-01
Gujranwala,2023,3,Rabi,Wheat,Clayey,200.0,21.33,55.2,54.099999999999994,1.29,4.73,81.91,-79.81,2,2023-03-01
Gujranwala,2023,3,Rabi,Banana,Loamy,140.0,21.33,55.2,54.099999999999994,1.29,4.73,114.67,-112.57,2,2023-03-01
Gujranwala,2023,3,Rabi,Mango,Loamy,140.0,21.33,55.2,54.099999999999994,1.29,4.73,114.67,-112.57,2,2023-03-01
Gujranwala,2023,3,Rabi,Grapes,Loamy,140.0,21.33,55.2,54.099999999999994,1.29,4.73,114.67,-112.57,2,2023-03-01
Gujranwala,2023,3,Rabi,Cotton,Loamy,140.0,21.33,55.2,54.099999999999994,1.29,4.73,122.86,-120.76,2,2023-03-01
Gujranwala,2023,4,Kharif,Paddy,Red,120.0,25.76,48.39,54.300000000000004,1.37,6.29,254.31,-252.94,3,2023-04-01
Gujranwala,2023,4,Kharif,Maize,Clayey,200.0,25.76,48.39,54.300000000000004,1.37,6.29,132.68,-131.31,2,2023-04-01
Gujranwala,2023,4,Kharif,Pulses,Clayey,200.0,25.76,48.39,54.300000000000004,1.37,6.29,110.57,-109.2,2,2023-04-01
Gujranwala,2023,4,Kharif,Millets,Black,180.0,25.76,48.39,54.300000000000004,1.37,6.29,88.46,-87.09,2,2023-04-01
Gujranwala,2023,4,Kharif,Sugarcane,Loamy,140.0,25.76,48.39,54.300000000000004,1.37,6.29,276.42,-275.05,3,2023-04-01
Gujranwala,2023,4,Kharif,Mungbean,Loamy,140.0,25.76,48.39,54.300000000000004,1.37,6.29,154.8,-153.43,3,2023-04-01
Gujranwala,2023,4,Kharif,Blackgram,Loamy,140.0,25.76,48.39,54.300000000000004,1.37,6.29,154.8,-153.43,3,2023-04-01
Gujranwala,2023,4,Kharif,Lentil,Loamy,140.0,25.76,48.39,54.300000000000004,1.37,6.29,154.8,-153.43,3,2023-04-01
Gujranwala,2023,4,Kharif,Wheat,Clayey,200.0,25.76,48.39,54.300000000000004,1.37,6.29,110.57,-109.2,2,2023-04-01
Gujranwala,2023,4,Kharif,Banana,Loamy,140.0,25.76,48.39,54.300000000000004,1.37,6.29,154.8,-153.43,3,2023-04-01
Gujranwala,2023,4,Kharif,Mango,Loamy,140.0,25.76,48.39,54.300000000000004,1.37,6.29,154.8,-153.43,3,2023-04-01
Gujranwala,2023,4,Kharif,Grapes,Loamy,140.0,25.76,48.39,54.300000000000004,1.37,6.29,154.8,-153.43,3,2023-04-01
Gujranwala,2023,4,Kharif,Cotton,Loamy,140.0,25.76,48.39,54.300000000000004,1.37,6.29,165.85,-164.48,3,2023-04-01
Gujranwala,2023,5,Kharif,Paddy,Red,120.0,29.49,43.65,67.5,1.92,6.39,274.09,-271.93,3,2023-05-01
Gujranwala,2023,5,Kharif,Maize,Clayey,200.0,29.49,43.65,67.5,1.92,6.39,143.0,-140.84,2,2023-05-01
Gujranwala,2023,5,Kharif,Pulses,Clayey,200.0,29.49,43.65,67.5,1.92,6.39,119.17,-117.01,2,2023-05-01
Gujranwala,2023,5,Kharif,Millets,Black,180.0,29.49,43.65,67.5,1.92,6.39,95.34,-93.18,2,2023-05-01
Gujranwala,2023,5,Kharif,Sugarcane,Loamy,140.0,29.49,43.65,67.5,1.92,6.39,297.93,-295.77,3,2023-05-01
Gujranwala,2023,5,Kharif,Mungbean,Loamy,140.0,29.49,43.65,67.5,1.92,6.39,166.84,-164.68,3,2023-05-01
Gujranwala,2023,5,Kharif,Blackgram,Loamy,140.0,29.49,43.65,67.5,1.92,6.39,166.84,-164.68,3,2023-05-01
Gujranwala,2023,5,Kharif,Lentil,Loamy,140.0,29.49,43.65,67.5,1.92,6.39,166.84,-164.68,3,2023-05-01
Gujranwala,2023,5,Kharif,Wheat,Clayey,200.0,29.49,43.65,67.5,1.92,6.39,119.17,-117.01,2,2023-05-01
Gujranwala,2023,5,Kharif,Banana,Loamy,140.0,29.49,43.65,67.5,1.92,6.39,166.84,-164.68,3,2023-05-01
Gujranwala,2023,5,Kharif,Mango,Loamy,140.0,29.49,43.65,67.5,1.92,6.39,166.84,-164.68,3,2023-05-01
Gujranwala,2023,5,Kharif,Grapes,Loamy,140.0,29.49,43.65,67.5,1.92,6.39,166.84,-164.68,3,2023-05-01
Gujranwala,2023,5,Kharif,Cotton,Loamy,140.0,29.49,43.65,67.5,1.92,6.39,178.76,-176.6,3,2023-05-01
Gujranwala,2023,6,Kharif,Paddy,Red,120.0,33.31,52.04,79.4,1.46,6.96,291.82,-284.22,3,2023-06-01
Gujranwala,2023,6,Kharif,Maize,Clayey,200.0,33.31,52.04,79.4,1.46,6.96,152.25,-144.65,2,2023-06-01
Gujranwala,2023,6,Kharif,Pulses,Clayey,200.0,33.31,52.04,79.4,1.46,6.96,126.88,-119.28,2,2023-06-01
Gujranwala,2023,6,Kharif,Millets,Black,180.0,33.31,52.04,79.4,1.46,6.96,101.5,-93.9,2,2023-06-01
Gujranwala,2023,6,Kharif,Sugarcane,Loamy,140.0,33.31,52.04,79.4,1.46,6.96,317.19,-309.59,3,2023-06-01
Gujranwala,2023,6,Kharif,Mungbean,Loamy,140.0,33.31,52.04,79.4,1.46,6.96,177.63,-170.03,3,2023-06-01
Gujranwala,2023,6,Kharif,Blackgram,Loamy,140.0,33.31,52.04,79.4,1.46,6.96,177.63,-170.03,3,2023-06-01
Gujranwala,2023,6,Kharif,Lentil,Loamy,140.0,33.31,52.04,79.4,1.46,6.96,177.63,-170.03,3,2023-06-01
Gujranwala,2023,6,Kharif,Wheat,Clayey,200.0,33.31,52.04,79.4,1.46,6.96,126.88,-119.28,2,2023-06-01
Gujranwala,2023,6,Kharif,Banana,Loamy,140.0,33.31,52.04,79.4,1.46,6.96,177.63,-170.03,3,2023-06-01
Gujranwala,2023,6,Kharif,Mango,Loamy,140.0,33.31,52.04,79.4,1.46,6.96,177.63,-170.03,3,2023-06-01
Gujranwala,2023,6,Kharif,Grapes,Loamy,140.0,33.31,52.04,79.4,1.46,6.96,177.63,-170.03,3,2023-06-01
Gujranwala,2023,6,Kharif,Cotton,Loamy,140.0,33.31,52.04,79.4,1.46,6.96,190.32,-182.72,3,2023-06-01
Gujranwala,2023,7,Kharif,Paddy,Red,120.0,30.13,78.71,205.8,1.56,5.25,203.84,-188.79,3,2023-07-01
Gujranwala,2023,7,Kharif,Maize,Clayey,200.0,30.13,78.71,205.8,1.56,5.25,106.35,-91.3,2,2023-07-01
Gujranwala,2023,7,Kharif,Pulses,Clayey,200.0,30.13,78.71,205.8,1.56,5.25,88.63,-73.58,2,2023-07-01
Gujranwala,2023,7,Kharif,Millets,Black,180.0,30.13,78.71,205.8,1.56,5.25,70.9,-55.85,2,2023-07-01
Gujranwala,2023,7,Kharif,Sugarcane,Loamy,140.0,30.13,78.71,205.8,1.56,5.25,221.56,-206.51,3,2023-07-01
Gujranwala,2023,7,Kharif,Mungbean,Loamy,140.0,30.13,78.71,205.8,1.56,5.25,124.08,-109.03,2,2023-07-01
Gujranwala,2023,7,Kharif,Blackgram,Loamy,140.0,30.13,78.71,205.8,1.56,5.25,124.08,-109.03,2,2023-07-01
Gujranwala,2023,7,Kharif,Lentil,Loamy,140.0,30.13,78.71,205.8,1.56,5.25,124.08,-109.03,2,2023-07-01
Gujranwala,2023,7,Kharif,Wheat,Clayey,200.0,30.13,78.71,205.8,1.56,5.25,88.63,-73.58,2,2023-07-01
Gujranwala,2023,7,Kharif,Banana,Loamy,140.0,30.13,78.71,205.8,1.56,5.25,124.08,-109.03,2,2023-07-01
Gujranwala,2023,7,Kharif,Mango,Loamy,140.0,30.13,78.71,205.8,1.56,5.25,124.08,-109.03,2,2023-07-01
Gujranwala,2023,7,Kharif,Grapes,Loamy,140.0,30.13,78.71,205.8,1.56,5.25,124.08,-109.03,2,2023-07-01
Gujranwala,2023,7,Kharif,Cotton,Loamy,140.0,30.13,78.71,205.8,1.56,5.25,132.94,-117.89,2,2023-07-01
Gujranwala,2023,8,Kharif,Paddy,Red,120.0,30.35,76.9,106.2,1.32,5.96,231.97,-227.23,3,2023-08-01
Gujranwala,2023,8,Kharif,Maize,Clayey,200.0,30.35,76.9,106.2,1.32,5.96,121.03,-116.29,2,2023-08-01
Gujranwala,2023,8,Kharif,Pulses,Clayey,200.0,30.35,76.9,106.2,1.32,5.96,100.86,-96.12,2,2023-08-01
Gujranwala,2023,8,Kharif,Millets,Black,180.0,30.35,76.9,106.2,1.32,5.96,80.69,-75.95,2,2023-08-01
Gujranwala,2023,8,Kharif,Sugarcane,Loamy,140.0,30.35,76.9,106.2,1.32,5.96,252.15,-247.41,3,2023-08-01
Gujranwala,2023,8,Kharif,Mungbean,Loamy,140.0,30.35,76.9,106.2,1.32,5.96,141.2,-136.46,2,2023-08-01
Gujranwala,2023,8,Kharif,Blackgram,Loamy,140.0,30.35,76.9,106.2,1.32,5.96,141.2,-136.46,2,2023-08-01
Gujranwala,2023,8,Kharif,Lentil,Loamy,140.0,30.35,76.9,106.2,1.32,5.96,141.2,-136.46,2,2023-08-01
Gujranwala,2023,8,Kharif,Wheat,Clayey,200.0,30.35,76.9,106.2,1.32,5.96,100.86,-96.12,2,2023-08-01
Gujranwala,2023,8,Kharif,Banana,Loamy,140.0,30.35,76.9,106.2,1.32,5.96,141.2,-136.46,2,2023-08-01
Gujranwala,2023,8,Kharif,Mango,Loamy,140.0,30.35,76.9,106.2,1.32,5.96,141.2,-136.46,2,2023-08-01
Gujranwala,2023,8,Kharif,Grapes,Loamy,140.0,30.35,76.9,106.2,1.32,5.96,141.2,-136.46,2,2023-08-01
Gujranwala,2023,8,Kharif,Cotton,Loamy,140.0,30.35,76.9,106.2,1.32,5.96,151.29,-146.55,2,2023-08-01
Gujranwala,2023,9,Kharif,Paddy,Red,120.0,28.52,73.97,84.3,1.09,5.57,216.25,-211.31,3,2023-09-01
Gujranwala,2023,9,Kharif,Maize,Clayey,200.0,28.52,73.97,84.3,1.09,5.57,112.83,-107.89,2,2023-09-01
Gujranwala,2023,9,Kharif,Pulses,Clayey,200.0,28.52,73.97,84.3,1.09,5.57,94.02,-89.08,2,2023-09-01
Gujranwala,2023,9,Kharif,Millets,Black,180.0,28.52,73.97,84.3,1.09,5.57,75.22,-70.28,2,2023-09-01
Gujranwala,2023,9,Kharif,Sugarcane,Loamy,140.0,28.52,73.97,84.3,1.09,5.57,235.05,-230.11,3,2023-09-01
Gujranwala,2023,9,Kharif,Mungbean,Loamy,140.0,28.52,73.97,84.3,1.09,5.57,131.63,-126.69,2,2023-09-01
Gujranwala,2023,9,Kharif,Blackgram,Loamy,140.0,28.52,73.97,84.3,1.09,5.57,131.63,-126.69,2,2023-09-01
Gujranwala,2023,9,Kharif,Lentil,Loamy,140.0,28.52,73.97,84.3,1.09,5.57,131.63,-126.69,2,2023-09-01
Gujranwala,2023,9,Kharif,Wheat,Clayey,200.0,28.52,73.97,84.3,1.09,5.57,94.02,-89.08,2,2023-09-01
Gujranwala,2023,9,Kharif,Banana,Loamy,140.0,28.52,73.97,84.3,1.09,5.57,131.63,-126.69,2,2023-09-01
Gujranwala,2023,9,Kharif,Mango,Loamy,140.0,28.52,73.97,84.3,1.09,5.57,131.63,-126.69,2,2023-09-01
Gujranwala,2023,9,Kharif,Grapes,Loamy,140.0,28.52,73.97,84.3,1.09,5.57,131.63,-126.69,2,2023-09-01
Gujranwala,2023,9,Kharif,Cotton,Loamy,140.0,28.52,73.97,84.3,1.09,5.57,141.03,-136.09,2,2023-09-01
Gujranwala,2023,10,Rabi,Paddy,Red,120.0,23.03,67.38,83.0,0.97,4.73,178.68,-176.02,3,2023-10-01
Gujranwala,2023,10,Rabi,Maize,Clayey,200.0,23.03,67.38,83.0,0.97,4.73,93.22,-90.56,2,2023-10-01
Gujranwala,2023,10,Rabi,Pulses,Clayey,200.0,23.03,67.38,83.0,0.97,4.73,77.69,-75.03,2,2023-10-01
Gujranwala,2023,10,Rabi,Millets,Black,180.0,23.03,67.38,83.0,0.97,4.73,62.15,-59.49,2,2023-10-01
Gujranwala,2023,10,Rabi,Sugarcane,Loamy,140.0,23.03,67.38,83.0,0.97,4.73,194.22,-191.56,3,2023-10-01
Gujranwala,2023,10,Rabi,Mungbean,Loamy,140.0,23.03,67.38,83.0,0.97,4.73,108.76,-106.1,2,2023-10-01
Gujranwala,2023,10,Rabi,Blackgram,Loamy,140.0,23.03,67.38,83.0,0.97,4.73,108.76,-106.1,2,2023-10-01
Gujranwala,2023,10,Rabi,Lentil,Loamy,140.0,23.03,67.38,83.0,0.97,4.73,108.76,-106.1,2,2023-10-01
Gujranwala,2023,10,Rabi,Wheat,Clayey,200.0,23.03,67.38,83.0,0.97,4.73,77.69,-75.03,2,2023-10-01
Gujranwala,2023,10,Rabi,Banana,Loamy,140.0,23.03,67.38,83.0,0.97,4.73,108.76,-106.1,2,2023-10-01
Gujranwala,2023,10,Rabi,Mango,Loamy,140.0,23.03,67.38,83.0,0.97,4.73,108.76,-106.1,2,2023-10-01
Gujranwala,2023,10,Rabi,Grapes,Loamy,140.0,23.03,67.38,83.0,0.97,4.73,108.76,-106.1,2,2023-10-01
Gujranwala,2023,10,Rabi,Cotton,Loamy,140.0,23.03,67.38,83.0,0.97,4.73,116.53,-113.87,2,2023-10-01
Gujranwala,2023,11,Rabi,Paddy,Red,120.0,18.69,66.76,41.4,1.02,3.46,131.82,-130.68,2,2023-11-01
Gujranwala,2023,11,Rabi,Maize,Clayey,200.0,18.69,66.76,41.4,1.02,3.46,68.77,-67.63,2,2023-11-01
Gujranwala,2023,11,Rabi,Pulses,Clayey,200.0,18.69,66.76,41.4,1.02,3.46,57.31,-56.17,2,2023-11-01
Gujranwala,2023,11,Rabi,Millets,Black,180.0,18.69,66.76,41.4,1.02,3.46,45.85,-44.71,1,2023-11-01
Gujranwala,2023,11,Rabi,Sugarcane,Loamy,140.0,18.69,66.76,41.4,1.02,3.46,143.28,-142.14,2,2023-11-01
Gujranwala,2023,11,Rabi,Mungbean,Loamy,140.0,18.69,66.76,41.4,1.02,3.46,80.24,-79.1,2,2023-11-01
Gujranwala,2023,11,Rabi,Blackgram,Loamy,140.0,18.69,66.76,41.4,1.02,3.46,80.24,-79.1,2,2023-11-01
Gujranwala,2023,11,Rabi,Lentil,Loamy,140.0,18.69,66.76,41.4,1.02,3.46,80.24,-79.1,2,2023-11-01
Gujranwala,2023,11,Rabi,Wheat,Clayey,200.0,18.69,66.76,41.4,1.02,3.46,57.31,-56.17,2,2023-11-01
Gujranwala,2023,11,Rabi,Banana,Loamy,140.0,18.69,66.76,41.4,1.02,3.46,80.24,-79.1,2,2023-11-01
Gujranwala,2023,11,Rabi,Mango,Loamy,140.0,18.69,66.76,41.4,1.02,3.46,80.24,-79.1,2,2023-11-01
Gujranwala,2023,11,Rabi,Grapes,Loamy,140.0,18.69,66.76,41.4,1.02,3.46,80.24,-79.1,2,2023-11-01
Gujranwala,2023,11,Rabi,Cotton,Loamy,140.0,18.69,66.76,41.4,1.02,3.46,85.97,-84.83,2,2023-11-01
Gujranwala,2023,12,Rabi,Paddy,Red,120.0,13.84,58.42,1.2000000000000002,1.07,3.12,125.31,-125.29,2,2023-12-01
Gujranwala,2023,12,Rabi,Maize,Clayey,200.0,13.84,58.42,1.2000000000000002,1.07,3.12,65.38,-65.36,2,2023-12-01
Gujranwala,2023,12,Rabi,Pulses,Clayey,200.0,13.84,58.42,1.2000000000000002,1.07,3.12,54.48,-54.46,2,2023-12-01
Gujranwala,2023,12,Rabi,Millets,Black,180.0,13.84,58.42,1.2000000000000002,1.07,3.12,43.59,-43.57,1,2023-12-01
Gujranwala,2023,12,Rabi,Sugarcane,Loamy,140.0,13.84,58.42,1.2000000000000002,1.07,3.12,136.21,-136.19,2,2023-12-01
Gujranwala,2023,12,Rabi,Mungbean,Loamy,140.0,13.84,58.42,1.2000000000000002,1.07,3.12,76.28,-76.26,2,2023-12-01
Gujranwala,2023,12,Rabi,Blackgram,Loamy,140.0,13.84,58.42,1.2000000000000002,1.07,3.12,76.28,-76.26,2,2023-12-01
Gujranwala,2023,12,Rabi,Lentil,Loamy,140.0,13.84,58.42,1.2000000000000002,1.07,3.12,76.28,-76.26,2,2023-12-01
Gujranwala,2023,12,Rabi,Wheat,Clayey,200.0,13.84,58.42,1.2000000000000002,1.07,3.12,54.48,-54.46,2,2023-12-01
Gujranwala,2023,12,Rabi,Banana,Loamy,140.0,13.84,58.42,1.2000000000000002,1.07,3.12,76.28,-76.26,2,2023-12-01
Gujranwala,2023,12,Rabi,Mango,Loamy,140.0,13.84,58.42,1.2000000000000002,1.07,3.12,76.28,-76.26,2,2023-12-01
Gujranwala,2023,12,Rabi,Grapes,Loamy,140.0,13.84,58.42,1.2000000000000002,1.07,3.12,76.28,-76.26,2,2023-12-01
Gujranwala,2023,12,Rabi,Cotton,Loamy,140.0,13.84,58.42,1.2000000000000002,1.07,3.12,81.72,-81.7,2,2023-12-01
Sialkot,2015,1,Rabi,Paddy,Red,120.0,13.16,42.32,22.5,1.26,2.89,142.38,-141.81,2,2015-01-01
Sialkot,2015,1,Rabi,Maize,Clayey,200.0,13.16,42.32,22.5,1.26,2.89,74.29,-73.72,2,2015-01-01
Sialkot,2015,1,Rabi,Pulses,Clayey,200.0,13.16,42.32,22.5,1.26,2.89,61.91,-61.34,2,2015-01-01
Sialkot,2015,1,Rabi,Millets,Black,180.0,13.16,42.32,22.5,1.26,2.89,49.52,-48.95,1,2015-01-01
Sialkot,2015,1,Rabi,Sugarcane,Loamy,140.0,13.16,42.32,22.5,1.26,2.89,154.77,-154.2,3,2015-01-01
Sialkot,2015,1,Rabi,Mungbean,Loamy,140.0,13.16,42.32,22.5,1.26,2.89,86.67,-86.1,2,2015-01-01
Sialkot,2015,1,Rabi,Blackgram,Loamy,140.0,13.16,42.32,22.5,1.26,2.89,86.67,-86.1,2,2015-01-01
Sialkot,2015,1,Rabi,Lentil,Loamy,140.0,13.16,42.32,22.5,1.26,2.89,86.67,-86.1,2,2015-01-01
Sialkot,2015,1,Rabi,Wheat,Clayey,200.0,13.16,42.32,22.5,1.26,2.89,61.91,-61.34,2,2015-01-01
Sialkot,2015,1,Rabi,Banana,Loamy,140.0,13.16,42.32,22.5,1.26,2.89,86.67,-86.1,2,2015-01-01
Sialkot,2015,1,Rabi,Mango,Loamy,140.0,13.16,42.32,22.5,1.26,2.89,86.67,-86.1,2,2015-01-01
Sialkot,2015,1,Rabi,Grapes,Loamy,140.0,13.16,42.32,22.5,1.26,2.89,86.67,-86.1,2,2015-01-01
Sialkot,2015,1,Rabi,Cotton,Loamy,140.0,13.16,42.32,22.5,1.26,2.89,92.86,-92.29,2,2015-01-01
Sialkot,2015,2,Rabi,Paddy,Red,120.0,16.58,52.82,144.6,1.58,3.64,159.25,-157.14,3,2015-02-01
Sialkot,2015,2,Rabi,Maize,Clayey,200.0,16.58,52.82,144.6,1.58,3.64,83.08,-80.97,2,2015-02-01
Sialkot,2015,2,Rabi,Pulses,Clayey,200.0,16.58,52.82,144.6,1.58,3.64,69.24,-67.13,2,2015-02-01
Sialkot,2015,2,Rabi,Millets,Black,180.0,16.58,52.82,144.6,1.58,3.64,55.39,-53.28,2,2015-02-01
Sialkot,2015,2,Rabi,Sugarcane,Loamy,140.0,16.58,52.82,144.6,1.58,3.64,173.09,-170.98,3,2015-02-01
Sialkot,2015,2,Rabi,Mungbean,Loamy,140.0,16.58,52.82,144.6,1.58,3.64,96.93,-94.82,2,2015-02-01
Sialkot,2015,2,Rabi,Blackgram,Loamy,140.0,16.58,52.82,144.6,1.58,3.64,96.93,-94.82,2,2015-02-01
Sialkot,2015,2,Rabi,Lentil,Loamy,140.0,16.58,52.82,144.6,1.58,3.64,96.93,-94.82,2,2015-02-01
Sialkot,2015,2,Rabi,Wheat,Clayey,200.0,16.58,52.82,144.6,1.58,3.64,69.24,-67.13,2,2015-02-01
Sialkot,2015,2,Rabi,Banana,Loamy,140.0,16.58,52.82,144.6,1.58,3.64,96.93,-94.82,2,2015-02-01
Sialkot,2015,2,Rabi,Mango,Loamy,140.0,16.58,52.82,144.6,1.58,3.64,96.93,-94.82,2,2015-02-01
Sialkot,2015,2,Rabi,Grapes,Loamy,140.0,16.58,52.82,144.6,1.58,3.64,96.93,-94.82,2,2015-02-01
Sialkot,2015,2,Rabi,Cotton,Loamy,140.0,16.58,52.82,144.6,1.58,3.64,103.86,-101.75,2,2015-02-01
Sialkot,2015,3,Rabi,Paddy,Red,120.0,19.05,62.21,309.7,1.64,4.55,176.78,-170.56,3,2015-03-01
Sialkot,2015,3,Rabi,Maize,Clayey,200.0,19.05,62.21,309.7,1.64,4.55,92.23,-86.01,2,2015-03-01
Sialkot,2015,3,Rabi,Pulses,Clayey,200.0,19.05,62.21,309.7,1.64,4.55,76.86,-70.64,2,2015-03-01
Sialkot,2015,3,Rabi,Millets,Black,180.0,19.05,62.21,309.7,1.64,4.55,61.49,-55.27,2,2015-03-01
Sialkot,2015,3,Rabi,Sugarcane,Loamy,140.0,19.05,62.21,309.7,1.64,4.55,192.15,-185.93,3,2015-03-01
Sialkot,2015,3,Rabi,Mungbean,Loamy,140.0,19.05,62.21,309.7,1.64,4.55,107.6,-101.38,2,2015-03-01
Sialkot,2015,3,Rabi,Blackgram,Loamy,140.0,19.05,62.21,309.7,1.64,4.55,107.6,-101.38,2,2015-03-01
Sialkot,2015,3,Rabi,Lentil,Loamy,140.0,19.05,62.21,309.7,1.64,4.55,107.6,-101.38,2,2015-03-01
Sialkot,2015,3,Rabi,Wheat,Clayey,200.0,19.05,62.21,309.7,1.64,4.55,76.86,-70.64,2,2015-03-01
Sialkot,2015,3,Rabi,Banana,Loamy,140.0,19.05,62.21,309.7,1.64,4.55,107.6,-101.38,2,2015-03-01
Sialkot,2015,3,Rabi,Mango,Loamy,140.0,19.05,62.21,309.7,1.64,4.55,107.6,-101.38,2,2015-03-01
Sialkot,2015,3,Rabi,Grapes,Loamy,140.0,19.05,62.21,309.7,1.64,4.55,107.6,-101.38,2,2015-03-01
Sialkot,2015,3,Rabi,Cotton,Loamy,140.0,19.05,62.21,309.7,1.64,4.55,115.29,-109.07,2,2015-03-01
Sialkot,2015,4,Kharif,Paddy,Red,120.0,25.2,58.42,84.8,1.45,5.97,234.72,-231.83,3,2015-04-01
Sialkot,2015,4,Kharif,Maize,Clayey,200.0,25.2,58.42,84.8,1.45,5.97,122.46,-119.57,2,2015-04-01
Sialkot,2015,4,Kharif,Pulses,Clayey,200.0,25.2,58.42,84.8,1.45,5.97,102.05,-99.16,2,2015-04-01
Sialkot,2015,4,Kharif,Millets,Black,180.0,25.2,58.42,84.8,1.45,5.97,81.64,-78.75,2,2015-04-01
Sialkot,2015,4,Kharif,Sugarcane,Loamy,140.0,25.2,58.42,84.8,1.45,5.97,255.13,-252.24,3,2015-04-01
Sialkot,2015,4,Kharif,Mungbean,Loamy,140.0,25.2,58.42,84.8,1.45,5.97,142.87,-139.98,2,2015-04-01
Sialkot,2015,4,Kharif,Blackgram,Loamy,140.0,25.2,58.42,84.8,1.45,5.97,142.87,-139.98,2,2015-04-01
Sialkot,2015,4,Kharif,Lentil,Loamy,140.0,25.2,58.42,84.8,1.45,5.97,142.87,-139.98,2,2015-04-01
Sialkot,2015,4,Kharif,Wheat,Clayey,200.0,25.2,58.42,84.8,1.45,5.97,102.05,-99.16,2,2015-04-01
Sialkot,2015,4,Kharif,Banana,Loamy,140.0,25.2,58.42,84.8,1.45,5.97,142.87,-139.98,2,2015-04-01
Sialkot,2015,4,Kharif,Mango,Loamy,140.0,25.2,58.42,84.8,1.45,5.97,142.87,-139.98,2,2015-04-01
Sialkot,2015,4,Kharif,Grapes,Loamy,140.0,25.2,58.42,84.8,1.45,5.97,142.87,-139.98,2,2015-04-01
Sialkot,2015,4,Kharif,Cotton,Loamy,140.0,25.2,58.42,84.8,1.45,5.97,153.08,-150.19,3,2015-04-01
Sialkot,2015,5,Kharif,Paddy,Red,120.0,32.27,33.29,27.4,1.94,7.4,323.77,-323.12,3,2015-05-01
Sialkot,2015,5,Kharif,Maize,Clayey,200.0,32.27,33.29,27.4,1.94,7.4,168.92,-168.27,3,2015-05-01
Sialkot,2015,5,Kharif,Pulses,Clayey,200.0,32.27,33.29,27.4,1.94,7.4,140.77,-140.12,2,2015-05-01
Sialkot,2015,5,Kharif,Millets,Black,180.0,32.27,33.29,27.4,1.94,7.4,112.62,-111.97,2,2015-05-01
Sialkot,2015,5,Kharif,Sugarcane,Loamy,140.0,32.27,33.29,27.4,1.94,7.4,351.92,-351.27,3,2015-05-01
Sialkot,2015,5,Kharif,Mungbean,Loamy,140.0,32.27,33.29,27.4,1.94,7.4,197.08,-196.43,3,2015-05-01
Sialkot,2015,5,Kharif,Blackgram,Loamy,140.0,32.27,33.29,27.4,1.94,7.4,197.08,-196.43,3,2015-05-01
Sialkot,2015,5,Kharif,Lentil,Loamy,140.0,32.27,33.29,27.4,1.94,7.4,197.08,-196.43,3,2015-05-01
Sialkot,2015,5,Kharif,Wheat,Clayey,200.0,32.27,33.29,27.4,1.94,7.4,140.77,-140.12,2,2015-05-01
Sialkot,2015,5,Kharif,Banana,Loamy,140.0,32.27,33.29,27.4,1.94,7.4,197.08,-196.43,3,2015-05-01
Sialkot,2015,5,Kharif,Mango,Loamy,140.0,32.27,33.29,27.4,1.94,7.4,197.08,-196.43,3,2015-05-01
Sialkot,2015,5,Kharif,Grapes,Loamy,140.0,32.27,33.29,27.4,1.94,7.4,197.08,-196.43,3,2015-05-01
Sialkot,2015,5,Kharif,Cotton,Loamy,140.0,32.27,33.29,27.4,1.94,7.4,211.15,-210.5,3,2015-05-01
Sialkot,2015,6,Kharif,Paddy,Red,120.0,35.2,29.37,74.1,1.89,6.83,309.21,-307.86,3,2015-06-01
Sialkot,2015,6,Kharif,Maize,Clayey,200.0,35.2,29.37,74.1,1.89,6.83,161.32,-159.97,3,2015-06-01
Sialkot,2015,6,Kharif,Pulses,Clayey,200.0,35.2,29.37,74.1,1.89,6.83,134.44,-133.09,2,2015-06-01
Sialkot,2015,6,Kharif,Millets,Black,180.0,35.2,29.37,74.1,1.89,6.83,107.55,-106.2,2,2015-06-01
Sialkot,2015,6,Kharif,Sugarcane,Loamy,140.0,35.2,29.37,74.1,1.89,6.83,336.09,-334.74,3,2015-06-01
Sialkot,2015,6,Kharif,Mungbean,Loamy,140.0,35.2,29.37,74.1,1.89,6.83,188.21,-186.86,3,2015-06-01
Sialkot,2015,6,Kharif,Blackgram,Loamy,140.0,35.2,29.37,74.1,1.89,6.83,188.21,-186.86,3,2015-06-01
